N,runtime,wall_clock
1876,0,2000
1877,0,2000
1878,0,3000
1879,10000,3000
1880,0,3000
1881,10000,3000
1882,0,3000
1883,10000,3000
1884,0,3000
1885,10000,3000
1886,10000,3000
1887,0,3000
1888,10000,2000
1889,10000,3000
1890,0,3000
1891,0,3000
1892,0,3000
1893,10000,3000
1894,10000,3000
1895,0,3000
1896,10000,2000
1897,0,3000
1898,0,3000
1899,10000,3000
1900,0,3000
1901,0,3000
1902,0,2000
1903,10000,2000
1904,0,3000
1905,0,3000
1906,10000,2000
1907,0,3000
1908,10000,3000
1909,0,3000
1910,10000,3000
1911,0,3000
1912,10000,3000
1913,0,2000
1914,10000,2000
1915,10000,3000
1916,0,3000
1917,0,2000
1918,0,2000
1919,10000,2000
1920,10000,2000
1921,10000,3000
1922,10000,3000
1923,0,2000
1924,10000,3000
1925,0,2000
1926,10000,2000
1927,0,2000
1928,0,3000
1929,0,2000
1930,10000,3000
1931,10000,2000
1932,10000,3000
1933,0,3000
1934,10000,2000
1935,0,3000
1936,0,3000
1937,10000,3000
1938,10000,3000
1939,0,3000
1940,10000,3000
1941,10000,3000
1942,0,3000
1943,10000,3000
1944,0,3000
1945,0,2000
1946,10000,3000
1947,10000,4000
1948,0,3000
1949,10000,3000
1950,10000,3000
1951,0,3000
1952,10000,2000
1953,10000,2000
1954,0,3000
1955,10000,2000
1956,10000,2000
1957,10000,3000
1958,10000,3000
1959,0,2000
1960,10000,3000
1961,0,3000
1962,0,3000
1963,10000,3000
1964,10000,3000
1965,0,2000
1966,10000,3000
1967,0,3000
1968,10000,3000
1969,0,3000
1970,0,2000
1971,0,3000
1972,10000,3000
1973,0,3000
1974,10000,3000
1975,10000,3000
1976,0,3000
1977,0,3000
1978,10000,2000
1979,0,3000
1980,0,2000
1981,0,3000
1982,10000,3000
1983,0,3000
1984,0,3000
1985,0,2000
1986,10000,2000
1987,10000,3000
1988,10000,3000
1989,10000,3000
1990,0,3000
1991,0,3000
1992,10000,3000
1993,0,3000
1994,0,3000
1995,10000,3000
1996,10000,2000
1997,10000,3000
1998,10000,3000
1999,10000,3000
2000,0,2000
